Log Time,Period(ms),Service,Operation
2018-07-10 18:20:43,2,CommonService,dropdownWS/getDropdown/CTR_JURISTIC_ACT
2018-07-10 18:20:43,7,CommonService,dropdownWS/getDropdown/CTR_ACCEPT_RESULT
2018-07-10 18:20:43,3,CommonService,dropdownWS/getDropdown/CTR_BUILDING_TYPE
2018-07-10 18:20:43,1,CommonService,dropdownWS/getDropdown/CTR_LEASING_TYPE
2018-07-10 18:20:43,2,CommonService,dropdownWS/getDropdown/CTR_DOCUMENT_TYPE
2018-07-10 18:20:44,4,CommonService,dropdownWS/getDropdown/CMS_COLL_TYPE
2018-07-10 18:20:44,4,CommonService,dropdownWS/getDropdown/CMS_COLL_SUB_TYPE
2018-07-10 18:20:44,1083,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:20:46,2450,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:20:50,84,CommonService,RolWS/getCollteral/H6100488R0
2018-07-10 18:20:50,9,CommonService,RolWS/getConfHousingAppraisal/H6100488R0
2018-07-10 18:20:50,7,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:20:51,121,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:20:51,854,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:21:29,137,CommonService,KbmfOnlineCatsWS/InquiryROLDetail
2018-07-10 18:21:31,12,CommonService,RolWS/confirmROL
2018-07-10 18:22:01,9,CommonService,addressWS/getAllDIHProvince
2018-07-10 18:22:01,178,CommonService,addressWS/getAllDIHDistrict
2018-07-10 18:22:02,1017,CommonService,addressWS/getAllDIHSubDistrict
2018-07-10 18:22:04,199,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:22:10,93,CommonService,WorkflowWS/openCaseByAppNo/H61003A7R0
2018-07-10 18:22:12,14,CommonService,statusRejectWS/getRejectList/H61003A7R0
2018-07-10 18:22:20,3,CommonService,dropdownWS/getDropdown/NCB_ACCOUNT_TYPE
